Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
19.500,6.0000,6.0000,2.9203,0.0000,0.0000,-0.0000
19.550,6.0000,6.0000,2.9203,0.0000,0.0000,-0.0000
19.600,6.0000,6.0000,2.9203,-0.0000,0.0000,-0.0000
19.650,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
19.700,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
19.750,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
19.800,6.0000,6.0000,2.9204,0.0000,0.0000,-0.0000
19.850,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
19.900,6.0000,6.0000,2.9204,-0.0000,-0.0000,-0.0000
19.950,6.0000,6.0000,2.9204,-0.0000,-0.0000,-0.0000
20.000,6.0000,6.0000,2.9204,-0.0000,-0.0000,-0.0000
20.050,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
20.100,6.0000,6.0000,2.9204,0.0000,0.0000,-0.0000
20.150,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
20.200,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
20.250,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
20.300,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
20.350,6.0000,6.0000,2.9204,0.0000,-0.0000,-0.0000
20.400,6.0000,6.0000,2.9204,-0.0000,-0.0000,-0.0000
20.450,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
20.500,6.0000,6.0000,2.9204,-0.0000,0.0000,-0.0000
20.550,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
20.600,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
20.650,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
20.700,6.0000,6.0000,2.9205,-0.0000,-0.0000,-0.0000
20.750,6.0000,6.0000,2.9205,-0.0000,-0.0000,-0.0000
20.800,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
20.850,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
20.900,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
20.950,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
21.000,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
21.050,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.100,6.0000,6.0000,2.9205,-0.0000,-0.0000,-0.0000
21.150,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.200,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.250,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.300,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.350,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.400,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.450,6.0000,6.0000,2.9205,-0.0000,-0.0000,-0.0000
21.500,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
21.550,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
21.600,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
21.650,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
21.700,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
21.750,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
21.800,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
21.850,6.0000,6.0000,2.9205,-0.0000,0.0000,-0.0000
21.900,6.0000,6.0000,2.9205,0.0000,0.0000,-0.0000
21.950,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
22.000,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
22.050,6.0000,6.0000,2.9205,0.0000,-0.0000,-0.0000
22.100,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
22.150,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
22.200,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
22.250,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.300,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.350,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.400,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.450,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.500,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.550,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.600,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.650,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.700,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
22.750,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
22.800,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
22.850,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
22.900,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
22.950,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.000,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.050,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.100,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
23.150,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.200,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.250,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.300,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.350,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.400,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.450,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
23.500,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
23.550,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
23.600,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
23.650,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.700,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.750,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.800,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
23.850,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.900,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
23.950,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
24.000,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
24.050,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
24.100,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.150,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.200,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.250,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.300,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.350,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
24.400,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
24.450,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
24.500,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
24.550,6.0000,6.0000,2.9206,0.0000,0.0000,-0.0000
24.600,6.0000,6.0000,2.9206,0.0000,-0.0000,-0.0000
24.650,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
24.700,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
24.750,6.0000,6.0000,2.9206,-0.0000,-0.0000,-0.0000
24.800,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.850,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.900,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
24.950,6.0000,6.0000,2.9206,-0.0000,0.0000,-0.0000
